Entity,Year,Population,Fossil fuels (TWh),Annual greenhouse gas emissions in CO₂ equivalents,Renewables (TWh growth - equivalent),Annual CO₂ emissions per GDP (kg per international-$),"Industry as % of total employment -- ILO modelled estimates, May 2017",Renewables - % electricity,Share of industry in GDP at constant 2005 prices (GGDC),GDP per capita,417485-annotations
Germany,1995,81123260,3462.4424,1093906700.0,6.303337,0.3988705,36.303,4.8666506,,28868.945,
Germany,1996,81300860,3578.1897,1109460700.0,-6.0149155,0.39942184,35.27,4.821224,,29349.982,
Germany,1997,81436100,3496.7788,1069039200.0,4.023384,0.37639815,34.679,4.2079525,,30186.945,
Germany,1998,81524380,3481.8794,1036943300.0,6.109543,0.36180303,34.389,4.509577,,31129.584,
Germany,1999,81556970,3392.88,1003947400.0,9.082268,0.3401138,33.833,5.197814,,32087.604,
Germany,2000,81551680,3391.7764,1003914100.0,26.85147,0.3279172,33.531,6.2336335,,33367.285,
Germany,2001,81514570,3460.3813,1016005400.0,4.3505554,0.3246158,32.781,6.546221,,34260.29,
Germany,2002,81443420,3408.0564,998643000.0,22.466377,0.31521875,32.367,7.6197004,,34590.93,
Germany,2003,81346810,3405.0566,999995460.0,4.10083,0.31426284,31.381,7.769269,,34716.44,
Germany,2004,81266670,3366.8105,984494000.0,35.04982,0.30228907,31.257,9.5285845,,35528.715,
Germany,2005,81212170,3308.2554,962230340.0,25.279694,0.2900493,29.84,10.372528,,36205.574,
Germany,2006,81177816,3360.6172,971379650.0,38.42119,0.28040493,29.652,11.557958,,38014.137,
Germany,2007,81183830,3214.1074,942622100.0,53.18457,0.26016006,29.896,14.193159,,39752.207,
Germany,2008,81217490,3225.8838,943483650.0,9.600983,0.25527534,29.668,14.941837,,40715.434,
Germany,2009,81260620,3018.4321,873189700.0,4.5500793,0.24718593,28.871,16.353596,,38962.938,
Germany,2010,81325090,3134.5288,915083260.0,26.112244,0.2475963,28.357,16.890146,,41109.582,
Germany,2011,81423384,3032.6692,887841200.0,53.836853,0.22949241,28.343,20.561615,,43189.0,
Germany,2012,81545570,3052.564,892937700.0,55.56012,0.22984017,28.272,23.132902,,43320.0,
Germany,2013,81680590,3147.4045,912245800.0,19.015991,0.23462892,27.827,24.215548,,43413.0,
Germany,2014,81858824,2963.163,872835460.0,28.124847,0.22012472,28.053,26.302671,,43922.0,
Germany,2015,82073230,2981.1343,873100540.0,67.73569,0.21731062,27.835,29.559868,,44293.0,
Germany,2016,82331430,3062.101,878525200.0,0.8343506,0.21463309,27.686,29.59109,,44689.0,
Germany,2017,82624370,3065.3574,863169660.0,69.03418,0.20535237,27.453,33.58798,,45619.785,
Greece,1991,10391552,282.31268,107381160.0,3.932796,0.49579167,25.765,8.673755,,16409.69,
Greece,1992,10478389,290.0773,108348856.0,-2.6285276,0.49714085,25.45,5.937668,,16545.963,
Greece,1993,10563442,293.64084,107457180.0,0.34892464,0.49665082,24.207,6.110674,,16331.314,
Greece,1994,10647420,297.84558,109895816.0,0.90779495,0.49484116,23.625,6.5362716,,16724.29,
Greece,1995,10727928,306.2551,110412380.0,2.741129,0.48332104,23.212,8.619855,,17148.197,
Greece,1996,10803809,311.83124,112054664.0,2.4304104,0.4772024,22.877,10.348892,,17719.557,
Greece,1997,10875274,322.45825,115986150.0,-1.3838711,0.47646734,22.469,9.055209,,18588.295,
Greece,1998,10939474,343.5748,120236100.0,-0.3873663,0.47786337,23.245,8.205239,,19378.709,
Greece,1999,10993861,340.64413,118950456.0,2.8626013,0.4562871,22.969,9.6173315,,20076.559,
Greece,2000,11038112,360.79834,124109810.0,-1.8069553,0.45754752,22.602,7.7499065,,20965.332,
Greece,2001,11072182,367.3915,125307720.0,-3.6200705,0.44557607,23.063,5.5388093,,21913.797,
Greece,2002,11096620,365.89545,125015180.0,1.841424,0.4234816,22.809,6.6357737,,22893.959,
Greece,2003,11110488,381.19785,128341510.0,6.6430836,0.41208336,22.545,10.172711,,24380.066,
Greece,2004,11115089,381.14084,128745500.0,-0.026657104,0.39022893,22.455,10.051021,,25780.385,
Greece,2005,11113450,381.22195,132565340.0,1.2926464,0.39990953,22.391,10.785798,,26091.523,
Greece,2006,11106097,388.89026,130531256.0,4.0314484,0.3702967,22.023,12.747216,,27731.111,
Greece,2007,11091491,405.3247,132211300.0,-8.389975,0.36208436,22.452,7.319407,,28822.916,
Greece,2008,11073621,394.57056,128435304.0,2.9888783,0.34916955,22.378,9.138589,,28907.926,
Greece,2009,11055503,372.62973,121290830.0,6.753536,0.3396041,21.2,13.361716,,27839.898,
Greece,2010,11033784,347.6643,113422280.0,7.0049686,0.3323047,19.62,18.351341,,26517.465,
Greece,2011,11004730,347.52722,110627400.0,-7.0157337,0.35182866,17.864,13.7692175,,24349.0,
Greece,2012,10963633,319.95496,106279860.0,5.5897083,0.36704898,16.683,16.674896,,22693.0,
Greece,2013,10914501,287.47495,92764010.0,11.481367,0.33915702,15.702,25.140057,,22118.0,
Greece,2014,10862972,273.054,90137840.0,-5.9721756,0.32524452,14.984,24.190666,,22344.0,
Greece,2015,10806644,269.76617,84792330.0,7.100708,0.31059095,14.876,28.65136,,22442.0,
Greece,2016,10749742,265.02908,79423540.0,-0.015701294,0.2953025,14.914,27.366293,,22574.0,
Greece,2017,10692230,283.34296,82698870.0,-3.1071053,0.30512106,14.992,25.009062,,22959.121,
Hungary,1991,10374750,262.30322,85771224.0,0.06965691,0.7260942,34.363,0.7009346,,9255.909,
Hungary,1992,10370067,249.41487,75002010.0,-0.036222816,0.6569808,34.343,0.66287875,,9153.921,
Hungary,1993,10357423,239.07959,76200456.0,0.0013102889,0.6603606,33.045,0.6381039,,9294.464,
Hungary,1994,10342435,243.10071,75298264.0,0.004368305,0.61241657,33.138,0.62649167,,9772.224,
Hungary,1995,10327171,246.34079,74198240.0,0.041028082,0.5885773,32.7,0.6466784,,10134.834,
Hungary,1996,10308272,251.241,77127850.0,0.11095446,0.59139985,33.307,0.74095184,,10359.182,
Hungary,1997,10286223,244.75488,75506140.0,0.036189735,0.54816395,33.251,0.7627119,,10942.326,
Hungary,1998,10260965,249.24669,74629704.0,-0.15803117,0.51215726,34.85,0.5913978,,11663.028,
Hungary,1999,10230263,248.59744,72810030.0,0.09284282,0.4902639,34.407,0.6344171,,12316.724,
Hungary,2000,10202054,239.83249,70570120.0,-0.00887084,0.43649668,33.818,0.68201196,,13129.273,
Hungary,2001,10177955,247.04901,71748184.0,0.038983107,0.42354032,34.422,0.7138935,,13933.562,
Hungary,2002,10148404,241.12793,74107340.0,-0.06957537,0.3904568,34.185,0.63623786,,14899.307,
Hungary,2003,10118060,252.71704,75677410.0,0.3182214,0.38586476,33.43,0.9668913,,15829.899,
Hungary,2004,10094499,253.05676,74019730.0,1.90091,0.35075656,32.977,2.78849,,16999.006,
Hungary,2005,10073533,264.1358,72690216.0,3.0071144,0.33015177,32.476,5.230769,,18140.617,
Hungary,2006,10057063,260.49298,71673200.0,-1.1163888,0.3079963,32.354,4.1562066,,19253.062,
Hungary,2007,10041171,252.03383,70932320.0,1.414372,0.29507488,32.564,4.7047048,,19763.791,
Hungary,2008,10023508,244.67545,68609780.0,3.0365448,0.2802653,32.125,5.8720636,,20380.63,
Hungary,2009,10008581,220.37941,60231776.0,1.7051945,0.2643032,31.3,8.047897,,19461.07,
Hungary,2010,9986832,224.50964,59813584.0,0.36981487,0.2600173,30.693,8.081349,,20036.334,
Hungary,2011,9953247,217.82355,57944760.0,-1.2199011,0.24165072,30.656,7.5235977,,20886.0,
Hungary,2012,9922133,199.77081,54020540.0,-0.3277607,0.22880216,29.782,7.62565,,20631.0,
Hungary,2013,9894637,187.81438,51132744.0,0.239542,0.2089868,29.891,9.190083,,21126.0,
Hungary,2014,9867906,185.84885,50826550.0,1.7082348,0.20142235,30.543,10.76661,,22040.0,
Hungary,2015,9844250,198.32663,53855900.0,0.055185318,0.20832056,30.275,10.63057,,22788.0,
Hungary,2016,9815106,202.30748,54852750.0,0.15248871,0.20654804,30.035,10.216913,,23279.0,
Hungary,2017,9788940,215.8848,57249690.0,0.3523922,0.20806883,29.848,10.60006,,24349.959,
India,1991,888941760,2193.0864,1577597700.0,22.669724,0.3491608,15.444,23.131563,27.9,2062.3103,
India,1992,907574100,2326.79,1636316900.0,-11.403107,0.3557648,15.681,20.841738,27.5,2115.2573,
India,1993,926351300,2388.339,1649159600.0,2.4284515,0.3505925,15.413,19.625616,27.5,2176.4277,
India,1994,945261950,2504.1228,1685452500.0,28.725845,0.3501128,15.972,20.822308,28.3,2254.899,
India,1995,964279100,2713.7434,1726448400.0,-11.1979065,0.35027513,16.44,18.022327,29.4,2355.9631,
India,1996,983281200,2848.561,1826165400.0,-18.536514,0.3544386,16.232,15.95155,29.1,2475.568,
India,1997,1002335200,3009.7446,1848856800.0,4.4548187,0.3570414,16.029,15.386589,28.8,2514.0217,
India,1998,1021434560,3162.5952,1866603400.0,40.949295,0.34458956,15.572,17.0291,27.8,2611.7815,
India,1999,1040500030,3260.4866,1947705200.0,-1.7488251,0.35447443,15.353,15.599825,27.5,2707.7405,
India,2000,1059633660,3446.0303,2009134000.0,-15.145905,0.352489,15.984,14.048197,27.8,2753.0854,
India,2001,1078970900,3466.253,2019021600.0,-13.389587,0.3409051,15.779,12.999709,26.8,2837.8555,
India,2002,1098313100,3589.9685,2017562400.0,-2.7729187,0.34174228,16.546,11.938192,27.7,2870.9236,
India,2003,1117415200,3728.399,2088233900.0,3.6134644,0.3296529,16.998,11.695108,27.4,3035.9226,
India,2004,1136264600,3964.4377,2162795800.0,99.17473,0.32571733,18.298,15.63753,28.0,3212.511,
India,2005,1154638700,4237.5137,2239350800.0,-6.9790955,0.31964293,18.981,15.254357,28.0,3396.6487,
India,2006,1172373800,4427.847,2327488000.0,56.343597,0.3211893,19.828,17.135258,28.8,3629.4111,
